Provider/Channel,Sattelite_Name,freq_alt,Languages
Jhumar TV,Express-AM6,11660 H,
Rah-e-Farda,Express-AM6,11660 H,
Rasa TV,Express-AM6,11660 H,
Exile TV,Express-AM6,11660 H,
Mashal TV,Express-AM6,11660 H,
A Sports,Express-AM6,11660 H,
Hurriyat Radio,Express-AM6,11660 H,Pus
Radio Police 96.5 FM,Express-AM6,11660 H,
Omid Radio,Express-AM6,11660 H,
Sarahang FM,Express-AM6,11660 H,
Alhawyah,Express-AM6,12508 V,Ara
Radio Alhawyah,Express-AM6,12508 V,Ara
Waar TV,Express-AM6,12513 V,Kur
Waar Radio,Express-AM6,12513 V,Kur
Rûdaw,Express-AM6,12594 V,Kur
Alternative Shorai TV,Express-AM6,12594 V,
Simay-Azadi Iran National TV,Express-AM6,12594 V,Per
Simay-Azadi Iran National TV,Express-AM6,12594 V,Per
Kurd Channel,Express-AM6,12594 V,Kur
Rûdaw Radio,Express-AM6,12594 V,Kur
Rûdaw Radio,Express-AM6,12594 V,Kur
Mihan Radio,Express-AM6,12594 V,Per
Sam FM,Express-AM6,12594 V,Ara
Afaq FM,Express-AM6,12594 V,Ara
Sawt Al-Ahrar FM,Express-AM6,12594 V,Ara
Al-Manar TV,Express-AM6,12631 V,Ara
Alnour Radio,Express-AM6,12631 V,Ara
Almasirah TV,Express-AM6,12643 V,
Al-Sahat TV,Express-AM6,12645 V,Ara
KNN Channel,Express-AM6,12652 V,Kur
Wasat TV,Express-AM6,12655 V,Ara
MTV (Lebanon),Express-AM6,12659 V,Ara
(Rojava TV feeds),Express-AM6,12679 V,
Allahdhah TV,Express-AM6,12683 V,Ara
Allahdhah FM,Express-AM6,12683 V,Ara
Saudi TV,Al-Yah-1,11747 H,Ara
Thikrayat TV,Al-Yah-1,11747 H,Ara
SBC,Al-Yah-1,11747 H,Ara
Ekhbariya TV,Al-Yah-1,11747 H,Ara
Saudia Alaan TV,Al-Yah-1,11747 H,Ara
Quran TV (Saudi Arabia),Al-Yah-1,11747 H,Ara
Sunna TV (Saudi Arabia),Al-Yah-1,11747 H,Ara
KSA Sports 1,Al-Yah-1,11747 H,Ara
KSA Sports 2,Al-Yah-1,11747 H,Ara
KSA Sports 3,Al-Yah-1,11747 H,Ara
Quran Radio (Saudi Arabia),Al-Yah-1,11747 H,Ara
Riyadh Radio,Al-Yah-1,11747 H,Ara
Jeddah Radio,Al-Yah-1,11747 H,Ara
Saudia Radio,Al-Yah-1,11747 H,
Neda Radio,Al-Yah-1,11747 H,Ara
Vox 1,Al-Yah-1,11766 V,Per
Ganj e Hozour TV,Al-Yah-1,11766 V,Per
Ganj e Hozour TV,Al-Yah-1,11766 V,Per
Ganj e Hozour TV,Al-Yah-1,11958 V,Per
Ganj e Hozour TV,Al-Yah-1,12073 V,Per
Vox 2,Al-Yah-1,11766 V,Per
Yas TV,Al-Yah-1,11766 V,Per
Kanal Jadid,Al-Yah-1,11766 V,Per
Kanal Jadid,Al-Yah-1,12149 V,Per
C++,Al-Yah-1,11766 V,
Ruby Music,Al-Yah-1,11766 V,
Toosheh TV,Al-Yah-1,11766 V,Per
Toosheh TV,Al-Yah-1,11766 V,Per
My TV,Al-Yah-1,11766 V,Per
Lux TV,Al-Yah-1,11766 V,Per
Tak TV (1),Al-Yah-1,11766 V,
Khane Film,Al-Yah-1,11766 V,Per
City TV,Al-Yah-1,11766 V,
Didgah TV,Al-Yah-1,11766 V,Per
Honarmandan TV,Al-Yah-1,11766 V,
Tala Kids Club,Al-Yah-1,11766 V,Ara
Persian Music,Al-Yah-1,11766 V,Per
Afra Series,Al-Yah-1,11766 V,
Tin TV,Al-Yah-1,11766 V,Per
See 1,Al-Yah-1,11766 V,
Velayat TV Network,Al-Yah-1,11766 V,Per
Tojikiston,Al-Yah-1,11785 H,Tgk
TV Safina,Al-Yah-1,11785 H,Tgk
TV Bahoriston,Al-Yah-1,11785 H,Tgk
Jahonnamo,Al-Yah-1,11785 H,Tgk
Varzish TV,Al-Yah-1,11785 H,Tgk
TV Sinamo,Al-Yah-1,11785 H,Tgk
TV Dushanbe,Al-Yah-1,11785 H,Tgk
Futbol,Al-Yah-1,11785 H,Tgk
TMT Sahnavaz,Al-Yah-1,11785 H,Tgk
Khatlon HD,Al-Yah-1,11785 H,Tgk
Badakhshon,Al-Yah-1,11785 H,Tgk
Kulob HD,Al-Yah-1,11785 H,Tgk
Sugd HD,Al-Yah-1,11785 H,Tgk
Ilm va Tabiat,Al-Yah-1,11785 H,Tgk
TV Sayohi,Al-Yah-1,11785 H,Tgk
Radioi Tojikiston,Al-Yah-1,11785 H,Tgk
Ovozi Tojik,Al-Yah-1,11785 H,Tgk
Sadoi Dushanbe,Al-Yah-1,11785 H,Tgk
Radioi Farhang,Al-Yah-1,11785 H,Tgk
Alahvaz TV,Al-Yah-1,11843 V,Per
Marjaeyat TV Arabic,Al-Yah-1,11843 V,Ara
Alwilayah TV,Al-Yah-1,11843 V,Per
Al-Abbasiya Al-Husseiniya Channel,Al-Yah-1,11843 V,Ara
Al-Abbasiya Al-Husseiniya Channel,Al-Yah-1,12149 V,Ara
European Shia TV,Al-Yah-1,11843 V,
24.7 Music TV,Al-Yah-1,11843 V,
Ghion TV promo,Al-Yah-1,11843 V,
Gulf Movies,Al-Yah-1,11843 V,Ara
GEM Food,Al-Yah-1,11881 V,Per
GEM Fit,Al-Yah-1,11881 V,
GEM Rubix,Al-Yah-1,11881 V,
GEM River,Al-Yah-1,11881 V,
GEM Life,Al-Yah-1,11881 V,Per
GEM Bollywood,Al-Yah-1,11881 V,Per
GEM Classic,Al-Yah-1,11881 V,Per
GEM Series,Al-Yah-1,11881 V,Eng
GEM Travel,Al-Yah-1,11881 V,Per
GEM Junior,Al-Yah-1,11881 V,Per
GEM Arabia,Al-Yah-1,11881 V,Ara
GEM TV (UAE),Al-Yah-1,11881 V,Per
GEM Academy,Al-Yah-1,11881 V,
GEM Kids,Al-Yah-1,11881 V,
GEM AZ,Al-Yah-1,11881 V,Aze
GEM Film,Al-Yah-1,11881 V,
GEM Drama,Al-Yah-1,11881 V,
GEM Pixel,Al-Yah-1,11881 V,
Alhurra TV,Al-Yah-1,11938 H,Ara
Supreme Master TV,Al-Yah-1,11938 H,Eng
VoA TV Afghanistan,Al-Yah-1,11938 H,
Alarabiya,Al-Yah-1,11938 H,Ara
Begum TV,Al-Yah-1,11938 H,
Lemar TV,Al-Yah-1,11938 H,
Tolo TV,Al-Yah-1,11938 H,
Tolo News,Al-Yah-1,11938 H,
Faza TV,Al-Yah-1,11938 H,
Amu TV,Al-Yah-1,11938 H,
Ariana TV Network,Al-Yah-1,11938 H,Per
Ariana TV Network,Al-Yah-1,12015 H,Per
Arezo TV,Al-Yah-1,11938 H,
Arezo TV,Al-Yah-1,12015 H,
Shamshad TV,Al-Yah-1,11938 H,Pus
Shamshad TV,Al-Yah-1,12015 H,Pus
Radio Nawa FM,Al-Yah-1,11938 H,
Radio Ashna,Al-Yah-1,11938 H,
Deewa Radio,Al-Yah-1,11938 H,
Afghanistan International Radio,Al-Yah-1,11938 H,
Arman FM,Al-Yah-1,11938 H,
Arakozia FM,Al-Yah-1,11938 H,
Arezo Radio,Al-Yah-1,11938 H,
Arezo Radio,Al-Yah-1,12015 H,
Shamshad FM,Al-Yah-1,11938 H,
Shamshad FM,Al-Yah-1,12015 H,
LoveWorld Persia,Al-Yah-1,11958 V,Eng
Hodhod Farsi TV,Al-Yah-1,11958 V,Per
Yahsat promo,Al-Yah-1,11958 V,
Yahsat promo,Al-Yah-1,11958 V,
Yahsat promo,Al-Yah-1,11958 V,
Yahsat promo,Al-Yah-1,11958 V,
Yahsat promo,Al-Yah-1,12073 V,
Yahsat promo,Al-Yah-1,12149 V,
Yahsat promo,Al-Yah-1,12149 V,
Yahsat promo,Al-Yah-1,12149 V,
Iran B Marz TV,Al-Yah-1,11958 V,
Afra Film,Al-Yah-1,11958 V,
Movie 1,Al-Yah-1,11958 V,
Kalemeh TV Al Yah,Al-Yah-1,11958 V,
Seven,Al-Yah-1,11958 V,Per
Seven,Al-Yah-1,12149 V,Per
TV 8,Al-Yah-1,11958 V,
U Toon,Al-Yah-1,11958 V,
Mohabat TV,Al-Yah-1,11958 V,Per
Sat 7 Pars,Al-Yah-1,11958 V,Per
Hadi TV 6,Al-Yah-1,11958 V,
Kalemeh TV Hotbird,Al-Yah-1,11958 V,Per
Ayeneh TV,Al-Yah-1,11958 V,Per
Ayeneh TV,Al-Yah-1,12149 V,Per
Radis,Al-Yah-1,11958 V,
Radis,Al-Yah-1,12149 V,
Radio RanginKaman,Al-Yah-1,11958 V,
Radio Mojdeh,Al-Yah-1,11958 V,Per
BBC Persian,Al-Yah-1,11996 V,Per
MBC Persia,Al-Yah-1,11996 V,Per
MBC Persia,Al-Yah-1,11996 V,Per
BBC Arabic,Al-Yah-1,11996 V,Ara
BBC News Afghanistan,Al-Yah-1,11996 V,
Radio Farda TV,Al-Yah-1,11996 V,Per
Iran International,Al-Yah-1,11996 V,Per
Iran International,Al-Yah-1,11996 V,Per
Iran International,Al-Yah-1,12073 V,Per
CNN International Europe,Al-Yah-1,11996 V,Eng
VoA TV Persian,Al-Yah-1,11996 V,Per
BBC World Service Afghanistan,Al-Yah-1,11996 V,Per
BBC World Service Arabic,Al-Yah-1,11996 V,Ara
Afghanistan mux,Al-Yah-1,12015 H,
Tamadon TV,Al-Yah-1,12015 H,Per
Noor TV (Afghanistan),Al-Yah-1,12015 H,Per
Zhwandoon TV,Al-Yah-1,12015 H,Pus
ATN News (Afghanistan),Al-Yah-1,12015 H,Per
RTA,Al-Yah-1,12015 H,Per
RTA,Al-Yah-1,12015 H,Per
RTA Sport,Al-Yah-1,12015 H,
RTA Education,Al-Yah-1,12015 H,
RTA Education Radio,Al-Yah-1,12015 H,
RTA Taranum Radio,Al-Yah-1,12015 H,
Afghanistan National Radio,Al-Yah-1,12015 H,
Voice of Sharia,Al-Yah-1,12015 H,
Salam Watandar,Al-Yah-1,12015 H,Per
Zhwandoon Radio,Al-Yah-1,12015 H,Pus
Ariana FM,Al-Yah-1,12015 H,
Sabawoon Radi,Al-Yah-1,12015 H,
Radio Killid Kabul,Al-Yah-1,12015 H,
GEM Onyx,Al-Yah-1,12034 V,
GEM Rubix +,Al-Yah-1,12034 V,
GEM River +,Al-Yah-1,12034 V,
GEM 24B,Al-Yah-1,12034 V,
GEM +,Al-Yah-1,12034 V,Per
GEM Drama +,Al-Yah-1,12034 V,
GEM Series +,Al-Yah-1,12034 V,Eng
GEM Mifa,Al-Yah-1,12034 V,
GEM Latino,Al-Yah-1,12034 V,
GEM Comedy,Al-Yah-1,12034 V,
GEM Property,Al-Yah-1,12034 V,
GEM Nature,Al-Yah-1,12034 V,
GEM Modern Economy,Al-Yah-1,12034 V,
GEM Mifa +,Al-Yah-1,12034 V,
GEM Crypto,Al-Yah-1,12034 V,
DocuBox HD,Al-Yah-1,12054 H,Eng
FilmBox Africa,Al-Yah-1,12054 H,Eng
FilmBox Arthouse Africa & Turkey & Middle East,Al-Yah-1,12054 H,Eng
FightBox HD,Al-Yah-1,12054 H,Eng
Fast & FunBox HD,Al-Yah-1,12054 H,Eng
Dizi,Al-Yah-1,12054 H,Eng
Gametoon,Al-Yah-1,12054 H,Eng
FilmBox Family,Al-Yah-1,12054 H,Eng
FilmBox Action,Al-Yah-1,12054 H,Eng
Marjaeyat TV Persian,Al-Yah-1,12073 V,Per
Marjaeyat TV Persian,Al-Yah-1,12149 V,Per
Imam Hussein TV 1,Al-Yah-1,12073 V,Per
Imam Hussein TV 1,Al-Yah-1,12073 V,Per
PBC Tapesh,Al-Yah-1,12073 V,Per
Channel One TV,Al-Yah-1,12073 V,Per
Channel One TV,Al-Yah-1,12149 V,Per
Arraata Biyyoolessa Oromiyaa,Al-Yah-1,12073 V,Orm
Asena TV,Al-Yah-1,12073 V,Tir
Horn Broadcasting Services,Al-Yah-1,12073 V,
Oromia Media Network,Al-Yah-1,12073 V,Orm
Nour TV (UAE),Al-Yah-1,12073 V,Ara
DW International,Al-Yah-1,12073 V,Tir
BeitolAbbas TV Channel,Al-Yah-1,12073 V,Ara
MITV,Al-Yah-1,12073 V,
Tigrai TV,Al-Yah-1,12073 V,Tir
Dedebit TV,Al-Yah-1,12073 V,
TMH TV,Al-Yah-1,12073 V,Tir
Payam-e-Afghan TV,Al-Yah-1,12073 V,Per
Oromia 11,Al-Yah-1,12073 V,Orm
CityTV,Al-Yah-1,12073 V,
HPTV Persian,Al-Yah-1,12073 V,Per
Tigrai Radio,Al-Yah-1,12073 V,Tir
Jannatul Baqi TV,Al-Yah-1,12149 V,Per
Hodhod Farsi TV HD,Al-Yah-1,12149 V,Per
Derakhte Zendegi TV,Al-Yah-1,12149 V,Per
Khatereh TV,Al-Yah-1,12149 V,
Hambastegi TV,Al-Yah-1,12149 V,
Didar TV,Al-Yah-1,12149 V,
Komala TV,Al-Yah-1,12149 V,Kur
Abalfadhl TV,Al-Yah-1,12149 V,Per
ABC TV (USA),Al-Yah-1,12149 V,Amh
Valiasr-aj TV,Al-Yah-1,12149 V,Per
Hadi TV 4,Al-Yah-1,12149 V,
Towheed TV,Al-Yah-1,12149 V,Per
Star World Middle East,Al-Yah-1,12169 H,Eng
Star Movies Middle East,Al-Yah-1,12169 H,Eng
Baby TV Europe,Al-Yah-1,12169 H,Eng
Baby TV Europe,Al-Yah-1,12169 H,Ara
Star Films,Al-Yah-1,12169 H,Eng
Star Series,Al-Yah-1,12169 H,Eng
Star Action,Al-Yah-1,12169 H,Eng
Star Life Middle East,Al-Yah-1,12169 H,Ara
National Geographic Middle East,Al-Yah-1,12169 H,Eng
National Geographic Wild Middle East,Al-Yah-1,12169 H,Eng
Disney Channel Middle East,Al-Yah-1,12169 H,Eng
Disney Junior Middle East,Al-Yah-1,12169 H,Eng
Avang TV,TurkmenAlem-MonacoSat,10762 V,Per
Persiana Rap,TurkmenAlem-MonacoSat,10762 V,Per
Persiana Sport,TurkmenAlem-MonacoSat,10762 V,Per
Persiana Sport,TurkmenAlem-MonacoSat,10762 H,Per
Persiana Sport,TurkmenAlem-MonacoSat,10804 H,Per
AMC (Afghanistan),TurkmenAlem-MonacoSat,10762 V,
Persiana Science,TurkmenAlem-MonacoSat,10762 V,Per
Grand Cinema,TurkmenAlem-MonacoSat,10762 V,Per
Iran International,TurkmenAlem-MonacoSat,10762 V,Per
Iran International,TurkmenAlem-MonacoSat,10762 H,Per
Iran International,TurkmenAlem-MonacoSat,10845 V,Per
Iran International,TurkmenAlem-MonacoSat,10887 V,Per
Iran Movie,TurkmenAlem-MonacoSat,10762 V,Per
FX 1,TurkmenAlem-MonacoSat,10762 V,Per
FX 1,TurkmenAlem-MonacoSat,10762 H,Per
Toronto Farsi Network promo,TurkmenAlem-MonacoSat,10762 V,Per
Cafe Trade TV,TurkmenAlem-MonacoSat,10762 V,Per
Rahe Nejat TV,TurkmenAlem-MonacoSat,10762 V,Per
4 Turk,TurkmenAlem-MonacoSat,10762 V,
Gord Afarid TV,TurkmenAlem-MonacoSat,10762 V,Per
Gord Afarid TV,TurkmenAlem-MonacoSat,10762 V,Per
FX 2,TurkmenAlem-MonacoSat,10762 V,Per
FX 2,TurkmenAlem-MonacoSat,10762 H,Per
Andisheh TV,TurkmenAlem-MonacoSat,10762 H,Per
Derakhte Zendegi TV,TurkmenAlem-MonacoSat,10762 H,Per
Persiana Latino,TurkmenAlem-MonacoSat,10762 H,Per
Persiana Two,TurkmenAlem-MonacoSat,10762 H,Per
Meta Film TV,TurkmenAlem-MonacoSat,10762 H,Per
Eenak Farsi,TurkmenAlem-MonacoSat,10762 H,Per
4U Family,TurkmenAlem-MonacoSat,10762 H,Per
1TV,TurkmenAlem-MonacoSat,10762 H,Prs
Go2 Travel,TurkmenAlem-MonacoSat,10762 H,Eng
PMC Royale,TurkmenAlem-MonacoSat,10762 H,Per
Tapesh 2,TurkmenAlem-MonacoSat,10762 H,Per
PBC Tapesh,TurkmenAlem-MonacoSat,10762 H,Per
Sun Music TV,TurkmenAlem-MonacoSat,10762 H,
Persiana Family,TurkmenAlem-MonacoSat,10804 H,Per
TBN Nejat TV,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Cinema,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Junior,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Iranian,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Comedy,TurkmenAlem-MonacoSat,10804 H,Per
Persiana One,TurkmenAlem-MonacoSat,10804 H,Per
DXB One,TurkmenAlem-MonacoSat,10804 H,Per
Poker TV,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Music,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Nostalgia,TurkmenAlem-MonacoSat,10804 H,Per
Movie Time,TurkmenAlem-MonacoSat,10804 H,Per
4 Music,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Sonnati,TurkmenAlem-MonacoSat,10804 H,Per
Persiana Korea,TurkmenAlem-MonacoSat,10804 H,Per
4 Kurd,TurkmenAlem-MonacoSat,10804 H,Kur
Classic TV,TurkmenAlem-MonacoSat,10804 H,Per
YourTime TV,TurkmenAlem-MonacoSat,10845 V,Per
YourTime TV,TurkmenAlem-MonacoSat,10845 V,Per
Iran TV Network,TurkmenAlem-MonacoSat,10845 V,Per
Iran TV Network,TurkmenAlem-MonacoSat,11221 V,Per
AVA Series,TurkmenAlem-MonacoSat,10845 V,
Nama TV,TurkmenAlem-MonacoSat,10845 V,
Solh TV,TurkmenAlem-MonacoSat,10845 V,
Iranefarda TV,TurkmenAlem-MonacoSat,10845 V,Per
Kanal Jadid,TurkmenAlem-MonacoSat,10845 V,Per
My Movie Channel,TurkmenAlem-MonacoSat,10845 V,
Pars TV,TurkmenAlem-MonacoSat,10845 V,Per
TM TV (USA),TurkmenAlem-MonacoSat,10845 V,Per
ICC+,TurkmenAlem-MonacoSat,10845 V,Per
Sharq Global HD,TurkmenAlem-MonacoSat,10845 V,Pus
Eslah TV,TurkmenAlem-MonacoSat,10845 V,
Oxir TV,TurkmenAlem-MonacoSat,10845 V,
Dunya-e-Naw TV,TurkmenAlem-MonacoSat,10845 V,
SL 2,TurkmenAlem-MonacoSat,10845 V,
Navahang TV,TurkmenAlem-MonacoSat,10845 V,Per
AVA Family,TurkmenAlem-MonacoSat,10845 V,
Iran International Radio,TurkmenAlem-MonacoSat,10845 V,Per
Persian BMS,TurkmenAlem-MonacoSat,10845 V,Per
Radio Yar,TurkmenAlem-MonacoSat,10845 V,Per
Radio Jawanan,TurkmenAlem-MonacoSat,10845 V,
Radio Javan TV,TurkmenAlem-MonacoSat,10887 V,Per
Radio Javan TV,TurkmenAlem-MonacoSat,10887 V,Per
Maah TV,TurkmenAlem-MonacoSat,10887 V,Per
SL 1,TurkmenAlem-MonacoSat,10887 V,
Payame Aramesh TV,TurkmenAlem-MonacoSat,10887 V,Per
Payame Aramesh TV,TurkmenAlem-MonacoSat,11221 V,
ICnet 3 promo,TurkmenAlem-MonacoSat,10887 V,Per
Mega TV,TurkmenAlem-MonacoSat,10887 V,
Me 2,TurkmenAlem-MonacoSat,10887 V,
Persian Film,TurkmenAlem-MonacoSat,10887 V,Per
Iran Beauty,TurkmenAlem-MonacoSat,10887 V,
ICnet 1,TurkmenAlem-MonacoSat,10887 V,Per
Ronix,TurkmenAlem-MonacoSat,10887 V,Per
Tamadon TV,TurkmenAlem-MonacoSat,10887 V,Per
MBC Persia,TurkmenAlem-MonacoSat,10887 V,Per
MBC Persia,TurkmenAlem-MonacoSat,11221 V,Per
ICnet 2,TurkmenAlem-MonacoSat,10887 V,Per
Bazaar TV Channel tests,TurkmenAlem-MonacoSat,10887 V,
IFilm 2,TurkmenAlem-MonacoSat,11205 H,Per
Sahar Afghanistan,TurkmenAlem-MonacoSat,11205 H,
Ashena TV 1,TurkmenAlem-MonacoSat,11221 V,Per
Afghanistan International,TurkmenAlem-MonacoSat,11221 V,
Afghanistan International,TurkmenAlem-MonacoSat,11221 V,
24/7 Box,TurkmenAlem-MonacoSat,11221 V,
Simay-Azadi Iran National TV,TurkmenAlem-MonacoSat,11221 V,Per
Omid-e-Iran,TurkmenAlem-MonacoSat,11221 V,Per
PMC,TurkmenAlem-MonacoSat,11221 V,Per
MTC,TurkmenAlem-MonacoSat,11221 V,
4 Turk +,TurkmenAlem-MonacoSat,11221 V,
4U TV,TurkmenAlem-MonacoSat,11221 V,Per
Meraj TV,TurkmenAlem-MonacoSat,11221 V,
Today TV,TurkmenAlem-MonacoSat,11221 V,Per
Afghanistan International Radio,TurkmenAlem-MonacoSat,11221 V,
Altyn Asyr,TurkmenAlem-MonacoSat,12265 V,Tuk
Yaslyk,TurkmenAlem-MonacoSat,12265 V,Tuk
Miras,TurkmenAlem-MonacoSat,12265 V,Tuk
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Tuk
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Eng
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Rus
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Fre
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Chi
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Ara
Türkmenistan,TurkmenAlem-MonacoSat,12265 V,Per
Radio Watan,TurkmenAlem-MonacoSat,12265 V,Tuk
Radio Watan,TurkmenAlem-MonacoSat,12303 V,Tuk
Radio Char-Tarapdan,TurkmenAlem-MonacoSat,12265 V,Tuk
Radio Char-Tarapdan,TurkmenAlem-MonacoSat,12303 V,Tuk
Miras Radio,TurkmenAlem-MonacoSat,12265 V,Tuk
Miras Radio,TurkmenAlem-MonacoSat,12303 V,Tuk
Owaz Radio,TurkmenAlem-MonacoSat,12265 V,Tuk
Owaz Radio,TurkmenAlem-MonacoSat,12303 V,Tuk
Asgabat,TurkmenAlem-MonacoSat,12303 V,Tuk
Türkmen Owazy,TurkmenAlem-MonacoSat,12303 V,Tuk
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Tuk
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Eng
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Rus
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Fre
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Chi
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Ara
Türkmenistan Sport,TurkmenAlem-MonacoSat,12303 V,Per
Arkadag,TurkmenAlem-MonacoSat,12303 V,Tuk
AWE International,TurkmenAlem-MonacoSat,12437 H,Eng
Nautical Channel,TurkmenAlem-MonacoSat,12437 H,Eng
Duck TV SD,TurkmenAlem-MonacoSat,12437 H,Eng
Fight Network,TurkmenAlem-MonacoSat,12437 H,Eng
Gulli Bil Arabie,TurkmenAlem-MonacoSat,12437 H,Fre
Reel PX Action,TurkmenAlem-MonacoSat,12437 H,Eng
Reel PX Cinema,TurkmenAlem-MonacoSat,12437 H,Eng
Reel PX Comedy,TurkmenAlem-MonacoSat,12437 H,Eng
Reel PX Family,TurkmenAlem-MonacoSat,12437 H,Eng
Reel PX Crime,TurkmenAlem-MonacoSat,12437 H,Eng
Reel PX Unlimited,TurkmenAlem-MonacoSat,12437 H,Eng
Stereo Always More Music,TurkmenAlem-MonacoSat,12437 H,Eng
Laab wa Jad,TurkmenAlem-MonacoSat,12437 H,Ara
Documentary Bil Arabie,TurkmenAlem-MonacoSat,12437 H,Ara
Toon Goggles WW,TurkmenAlem-MonacoSat,12437 H,Eng
Planet Earth,TurkmenAlem-MonacoSat,12476 H,Eng
Woman,TurkmenAlem-MonacoSat,12476 H,Eng
ZooMoo EMEA,TurkmenAlem-MonacoSat,12476 H,Eng
Stereo Siempre Mas Musica,TurkmenAlem-MonacoSat,12476 H,Spa
Trace Sport Stars,TurkmenAlem-MonacoSat,12476 H,Eng
Trace Urban,TurkmenAlem-MonacoSat,12476 H,Eng
Motorvision+,TurkmenAlem-MonacoSat,12476 H,Eng
Motorvision+,TurkmenAlem-MonacoSat,12476 H,Fre
TG Junior,TurkmenAlem-MonacoSat,12476 H,Eng
CBS Reality Africa,TurkmenAlem-MonacoSat,12476 H,Rus
CBS Reality Africa,TurkmenAlem-MonacoSat,12476 H,Eng
WildEarth,TurkmenAlem-MonacoSat,12476 H,Eng
Sky News International,TurkmenAlem-MonacoSat,12476 H,Eng
Discovery Channel Middle East,TurkmenAlem-MonacoSat,12476 H,Eng
Investigation Discovery Europe,TurkmenAlem-MonacoSat,12476 H,Eng
Investigation Discovery Europe,TurkmenAlem-MonacoSat,12476 H,Ara
TV Monaco,TurkmenAlem-MonacoSat,12476 H,Fre
TV Monaco,TurkmenAlem-MonacoSat,12476 H,Qaa
OBN Gaammee,Belintersat-1,3614 R,Orm
OBN (Ethiopia),Belintersat-1,3634 R,Orm
Debub TV,Belintersat-1,3645 R,Amh
ETV News,Belintersat-1,3718 R,Amh
ETV Entertainment,Belintersat-1,3718 R,Amh
ETV Languages,Belintersat-1,3718 R,Amh
ETV Afaan Oromoo,Belintersat-1,3718 R,Orm
ETV Yelijochalem,Belintersat-1,3718 R,Amh
ETV Parlama,Belintersat-1,3718 R,
EBC FM 97.1,Belintersat-1,3718 R,Amh
Panbetting promo,Belintersat-1,11010 H,Eng
Voice of One TV,Belintersat-1,11010 H,Eng
Altar of Divine Mercy TV,Belintersat-1,11010 H,Eng
FAPM TV,Belintersat-1,11010 H,Eng
StarBet Sports,Belintersat-1,11010 H,Eng
StarBet Lobby,Belintersat-1,11010 H,Eng
StarBet Casino,Belintersat-1,11010 H,Eng
Inbet Spin,Belintersat-1,11010 H,Eng
Inbet League,Belintersat-1,11010 H,Eng
Inbet Racing,Belintersat-1,11010 H,Eng
LuckyBet LaLiga,Belintersat-1,11010 H,Eng
LuckyBet EPL,Belintersat-1,11010 H,Eng
LuckyBet Serie A,Belintersat-1,11010 H,Eng
Betika! Soccer,Belintersat-1,11010 H,Eng
Betika! Jackpots,Belintersat-1,11010 H,Eng
Betika! Palm,Belintersat-1,11010 H,Eng
BetBonanza Colour,Belintersat-1,11010 H,Eng
Bonanza Ballz,Belintersat-1,11010 H,Eng
BetBonanza EPL,Belintersat-1,11010 H,Eng
BetBonanza LaLiga,Belintersat-1,11010 H,Eng
Yangawin,Belintersat-1,11010 H,Eng
Yangawin TotoBet,Belintersat-1,11010 H,Eng
Yangawin Lottery,Belintersat-1,11010 H,Eng
Dafabet,Belintersat-1,11010 H,Eng
Dafabet Casino,Belintersat-1,11010 H,Eng
Dafabet Lottery,Belintersat-1,11010 H,Eng
Dafabet Arcade,Belintersat-1,11010 H,Eng
Surebet 247,Belintersat-1,11010 H,Eng
Surebet 247 Virtual Game,Belintersat-1,11010 H,Eng
Surebet 247 Number Games,Belintersat-1,11010 H,Eng
BetAfriq,Belintersat-1,11010 H,Eng
BetAfriq Casino,Belintersat-1,11010 H,Eng
Best Bet Games,Belintersat-1,11010 H,Eng
Jarabet EPL,Belintersat-1,11010 H,Eng
Jarabet Game,Belintersat-1,11010 H,Eng
DeevBet,Belintersat-1,11010 H,Eng
DeevBet League,Belintersat-1,11010 H,Eng
AccessBet Game,Belintersat-1,11010 H,Eng
AccessBet VFL,Belintersat-1,11010 H,Eng
AccessBet League,Belintersat-1,11010 H,Eng
AccessBet,Belintersat-1,11010 H,Eng
24h Sport 1,Belintersat-1,11075 H,Eng
24h Sport 2,Belintersat-1,11075 H,Eng
{},Belintersat-1,11290 H,
Belarus mux,Belintersat-1,11350 H,
Belarus 1,Belintersat-1,11350 H,Rus
ONT,Belintersat-1,11350 H,Rus
Stolicnoe TV,Belintersat-1,11350 H,Rus
Mir,Belintersat-1,11350 H,Rus
