Provider/Channel,Sattelite_Name,freq_alt,beam_alt,sr_alt,fec_alt,Compression,eirp_alt
(TVNZ feeds),Intelsat-19,12432 H,tp 10K,14400.0,2/3,,
(Channel Nine feeds),Intelsat-19,12550 V,tp 15K,4280.0,2/3,,
Channel Nine Melbourne,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/SD,0.0
9 Go!,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
9 Life,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
9 GEM Melbourne,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/HD,0.0
9 Rush Melbourne,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
Channel Nine Brisbane,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/SD,0.0
9 GEM Brisbane,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/HD,0.0
9 Rush Brisbane,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
Channel Nine Adelaide,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/SD,0.0
9 GEM Adelaide,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
9 Rush Adelaide,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
Channel Nine Perth,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/HD,0.0
9 GEM Perth,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-4/HD,0.0
9 Rush Perth,Intelsat-19,12569 V,tp 15K,4280.0,2/3,MPEG-2/SD,0.0
EXRN Radio Network 1,Intelsat-19,12590 H,tp 34K,2893.0,3/4,,
EXRN Radio Network 2,Intelsat-19,12590 H,tp 34K,2893.0,3/4,,
Mega TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Open Beyond TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Star Channel ,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Alpha TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Action 24,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Attica TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
One Channel,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Kanal 7 Avrupa,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Dream Türk,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Show Turk,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
ATV Avrupa,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Habertürk,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
TRT 1,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Euro D,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Kanal 5 ,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Sitel TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Arena Sport 1 ,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Pink Premium,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Mis TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Prva Srpska TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Canal 24 Horas,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
TVE Internacional Asia,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
RTP Internacional Ásia,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Ant1 Pacific,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Rai Italia Australia,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Alkarma TV Middle East,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
Oman TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
Al-Fady TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
ERI TV 1,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
KTV 1 ,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
SSBC TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
TRT Türk,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
Daystar TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
SBN International,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
The Kingdom Sat,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
3ABN International,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-4/SD,0.0
Angel TV Australia,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
Supreme Master TV,Intelsat-19,12606 H,tp 18K,30000.0,5/6,MPEG-2/SD,0.0
K Mart Radio 1,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Radio Oman,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Vision Christian Radio,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Dimtsi Hafash,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Radio Zara FM,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Radio Numa,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
3ABN Radio Network,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
3ABN Australia Radio,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Raw FM,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Kuwait Radio One,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Kuwait Radio Two,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
SSBC Radio,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
RSN Racing & Sport,Intelsat-19,12606 H,tp 18K,30000.0,5/6,,0.0
Nippon TV,Superbird-B3,12314 H,,5180.0,3/4,?-?HEVC/HD,
NTV News 24,Superbird-B3,12324 H,,5179.0,1/2,?-?HEVC/HD,
(TBS feeds),Superbird-B3,12348 H,,5179.0,2/3,,
(NTV feeds),Superbird-B3,12354 H,,5179.0,2/3,,
(Fuji TV feeds),Superbird-B3,12395 H,,7072.0,3/4,,
TVNZ Duke,Optus-D2,12358 H,tp NZ10U,22500,2/3,MPEG-4/SD,
TVNZ Duke,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
Aljazeera English,Optus-D2,12394 H,tp NZ11L,22500,3/4,MPEG-4/SD,
ABC Radio Sydney,Optus-D2,12443 V,tp 4,1644,3/4,,
ABC Radio Sydney,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio Sydney,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Double J,Optus-D2,12443 V,tp 4,1644,3/4,,
ABC Double J,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Double J,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Classic,Optus-D2,12443 V,tp 4,1644,3/4,,
ABC Classic,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Classic,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Sport,Optus-D2,12443 V,tp 4,1644,3/4,,
ABC Sport,Optus-D2,12445 V,tp 4,835,3/4,,
ABC NewsRadio,Optus-D2,12443 V,tp 4,1644,3/4,,
ABC NewsRadio,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC NewsRadio,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Radio National Queensland,Optus-D2,12443 V,tp 4,1644,3/4,,
ABC Triple J,Optus-D2,12445 V,tp 4,835,3/4,,
ABC Triple J,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Triple J,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Radio Melbourne,Optus-D2,12445 V,tp 4,835,3/4,,
ABC Radio Melbourne,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio Melbourne,Optus-D2,12658 H,tp 15,7200,3/4,,
Radio Australia English for Asia,Optus-D2,12445 V,tp 4,835,3/4,,
Firstlight,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Eden ,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Hope Channel New Zealand,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Rush,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Three,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Bravo New Zealand,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Parliament TV ,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Te Reo,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Three +1,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
Shine TV,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
HGTV New Zealand,Optus-D2,12456 H,tp NZ12L,22500,3/4,MPEG-2/SD,
RNZ National,Optus-D2,12456 H,tp NZ12L,22500,3/4,,
RNZ National,Optus-D2,12519 H,tp NZ13L,22500,3/4,,
RNZ Concert,Optus-D2,12456 H,tp NZ12L,22500,3/4,,
RNZ Concert,Optus-D2,12519 H,tp NZ13L,22500,3/4,,
George FM,Optus-D2,12456 H,tp NZ12L,22500,3/4,,
Base FM,Optus-D2,12456 H,tp NZ12L,22500,3/4,,
ABC News ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC News ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV NSW,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV NSW,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Kids NSW ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Kids NSW ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Plus NSW ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Plus NSW ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Me NSW,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Me NSW,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Jazz,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Jazz,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Kids listen,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Kids listen,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Triple J Unearthed,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Triple J Unearthed,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Country,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Country,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC Radio National NSW,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio National NSW,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC TV SA,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV SA,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Kids SA ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Kids SA ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Plus SA ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Plus SA ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Me SA,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Me SA,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Radio Adelaide,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio Adelaide,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC TV NT,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV NT,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Kids NT ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Kids NT ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Plus NT ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Plus NT ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Me NT,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Me NT,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Radio Darwin,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio Darwin,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC TV WA,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV WA,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Kids WA ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Kids WA ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Plus WA ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Plus WA ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Me WA,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Me WA,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Radio Perth,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio Perth,Optus-D2,12658 H,tp 15,7200,3/4,,
ABC TV Victoria,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Victoria,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Kids Victoria ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Kids Victoria ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Plus Victoria ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Plus Victoria ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Me Victoria,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Me Victoria,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Queensland,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Queensland,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Kids Queensland ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Kids Queensland ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC TV Plus Queensland ,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC TV Plus Queensland ,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Me Queensland,Optus-D2,12470 H,tp 12,22500,3/4,MPEG-2/SD,
ABC Me Queensland,Optus-D2,12658 H,tp 15,7200,3/4,MPEG-2/SD,
ABC Radio Brisbane,Optus-D2,12470 H,tp 12,22500,3/4,,
ABC Radio Brisbane,Optus-D2,12658 H,tp 15,7200,3/4,,
Maori TV,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 1 Auckland,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 2,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 1 Auckland +1,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 2 +1,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 1 Hamilton,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 1 Wellington,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ 1 Christchurch,Optus-D2,12483 H,tp NZ12U,22500,3/4,MPEG-2/SD,
TVNZ Duke +1,Optus-D2,12519 H,tp NZ13L,22500,3/4,MPEG-2/SD,
Sky Open +1,Optus-D2,12519 H,tp NZ13L,22500,3/4,MPEG-2/SD,
Bravo New Zealand +1,Optus-D2,12519 H,tp NZ13L,22500,3/4,MPEG-2/SD,
Eden +1 ,Optus-D2,12519 H,tp NZ13L,22500,3/4,MPEG-2/SD,
Sky Open,Optus-D2,12519 H,tp NZ13L,22500,3/4,MPEG-2/SD,
Tahu FM,Optus-D2,12519 H,tp NZ13L,22500,3/4,,
SBS Viceland Victoria,Optus-D2,12532 H,tp 13,22500,3/4,/HD,
SBS Food Victoria,Optus-D2,12532 H,tp 13,22500,3/4,,
NITV,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS WorldWatch,Optus-D2,12532 H,tp 13,22500,3/4,MPEG-4/SD,
SBS Radio 1 Victoria,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 2 Victoria,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 3,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Viceland WA,Optus-D2,12532 H,tp 13,22500,3/4,/HD,
SBS Food WA,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 1 WA,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 2 WA,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Viceland Tasmania,Optus-D2,12532 H,tp 13,22500,3/4,/HD,
SBS Food Tasmania,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 1 Tasmania,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 2 Tasmania,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Viceland NSW,Optus-D2,12532 H,tp 13,22500,3/4,/HD,
SBS Food NSW,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 1 NSW,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 2 NSW,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Viceland Queensland,Optus-D2,12532 H,tp 13,22500,3/4,/HD,
SBS Food Queensland,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 1 Queensland,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 2 Queensland,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Viceland SA,Optus-D2,12532 H,tp 13,22500,3/4,/HD,
SBS Food SA,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 1 SA,Optus-D2,12532 H,tp 13,22500,3/4,,
SBS Radio 2 SA,Optus-D2,12532 H,tp 13,22500,3/4,,
Fix & Foxi,ABS-6,3913 V,tp 10A,8550.0,3/4,MPEG-4/SD,
Rotana Music,ABS-6,3913 V,tp 10A,8550.0,3/4,MPEG-2/SD,
Rotana Cinema KSA,ABS-6,3913 V,tp 10A,8550.0,3/4,MPEG-2/SD,
Alresalah TV,ABS-6,3913 V,tp 10A,8550.0,3/4,MPEG-2/SD,
Trace Sport Stars,ABS-6,12696 V,tp 7N,10000.0,1/2,100-2MPEG-4/HD,
Expo Channel,Optus-10,12278 H,tp 13,27800,3/4,MPEG-2/SD,
TVSN,Optus-10,12407 V,tp 4,30000,3/5,MPEG-2/SD,
TVSN,Optus-10,12478 H,tp 18,27800,3/4,MPEG-2/SD,
Foxtel Digital Help,Optus-10,12438 H,tp 17,27800,3/4,MPEG-2/SD,
Aljazeera English,Optus-10,12478 H,tp 18,27800,3/4,MPEG-2/SD,
VAST Information Channel,Optus-10,12647 V,tp 10,30000,3/5,MPEG-4/SD,
Southern Cross Austereo Disaster Relief,Optus-10,12647 V,tp 10,30000,3/5,,
(TV Asahi feeds),JCSAT-2B,12276 H,tp 2,7082.0,3/4,,
(TV Asahi feeds),JCSAT-2B,12293 H,tp 2,7082.0,3/4,,
(TV Asahi feeds),JCSAT-2B,12302 H,tp 2,7082.0,3/4,,
(TV Asahi feeds),JCSAT-2B,12356 H,tp 4,7082.0,3/4,,
(TV Asahi feeds),JCSAT-2B,12373 H,tp 4,7082.0,3/4,,
TV Asahi,JCSAT-2B,12364 H,tp 4,8058.0,2/3,?-?HEVC/HD,
Sound of Hope,JCSAT-2B,12367 V,tp 3,8058.0,2/3,,
NTD TV China,JCSAT-2B,12367 V,tp 3,8058.0,2/3,?-?MPEG-4/SD,
Cable 4K,JCSAT-2B,12403 H,tp 6,12222.0,3/4,?-?HEVC/UHD,
Shinnyo-en ,JCSAT-2B,12496 H,tp 8,4821.0,3/4,?-?MPEG-4/HD,
Worldmate,JCSAT-2B,12505 H,tp 8,2856.0,2/3,1-1MPEG-4/HD,
AOL Internet,JCSAT-2B,12696 H,tp 16,10000.0,1/2,,
BRI Vision promo,BRIsat,3532 H,,13330,3/5,MPEG-4/HD,
BRI Vision promo,BRIsat,3855 V,,13330,3/5,MPEG-4/HD,
{},Nusantara-Satu,3579 V,,19786,2/3,,0
(PSN feeds),Nusantara-Satu,4013 H,,4090,1/2,,0
Elshinta TV,Nusantara-Satu,4013 H,,4090,1/2,MPEG-4/SD,0
Perviy kanal ,Express-AMU7,3662 R,,,,MPEG-4/SD,
Match!,Express-AMU7,3662 R,,,,MPEG-4/SD,
Match!,Express-AMU7,3714 R,,,,MPEG-4/SD,
NTV ,Express-AMU7,3662 R,,,,MPEG-4/SD,
5 Kanal ,Express-AMU7,3662 R,,,,MPEG-4/SD,
Rossiya K ,Express-AMU7,3662 R,,,,MPEG-4/SD,
Karusel ,Express-AMU7,3662 R,,,,MPEG-4/SD,
TV Centr Dal'nii Vostok,Express-AMU7,3662 R,,,,MPEG-4/SD,
TV Centr Dal'nii Vostok,Express-AMU7,3714 R,,,,MPEG-4/SD,
Vesti FM,Express-AMU7,3662 R,,,,,
Vesti FM,Express-AMU7,3714 R,,,,,
Radio Mayak,Express-AMU7,3662 R,,,,,
Radio Mayak,Express-AMU7,3714 R,,,,,
Rossiya 1 ,Express-AMU7,3662 R,,,,MPEG-4/SD,
Rossiya 24,Express-AMU7,3662 R,,,,MPEG-4/SD,
Rossiya 24,Express-AMU7,3714 R,,,,MPEG-4/SD,
OTR,Express-AMU7,3662 R,,,,MPEG-4/SD,
OTR,Express-AMU7,3714 R,,,,MPEG-4/SD,
Radio Rossii ,Express-AMU7,3662 R,,,,,
Perviy kanal ,Express-AMU7,3714 R,,,,MPEG-4/SD,
NTV ,Express-AMU7,3714 R,,,,MPEG-4/SD,
5 Kanal ,Express-AMU7,3714 R,,,,MPEG-4/SD,
Rossiya K ,Express-AMU7,3714 R,,,,MPEG-4/SD,
Karusel ,Express-AMU7,3714 R,,,,MPEG-4/SD,
Rossiya 1 ,Express-AMU7,3714 R,,,,MPEG-4/SD,
Radio Rossii ,Express-AMU7,3714 R,,,,,
REN TV ,Express-AMU7,3766 R,,,,MPEG-4/SD,
Telekanal Spas,Express-AMU7,3766 R,,,,MPEG-4/SD,
STS ,Express-AMU7,3766 R,,,,MPEG-4/SD,
Domashniy ,Express-AMU7,3766 R,,,,MPEG-4/SD,
TV 3 ,Express-AMU7,3766 R,,,,MPEG-4/SD,
Pyatnitsa! ,Express-AMU7,3766 R,,,,MPEG-4/SD,
Telekanal Zvezda ,Express-AMU7,3766 R,,,,MPEG-4/SD,
Mir ,Express-AMU7,3766 R,,,,MPEG-4/SD,
TNT ,Express-AMU7,3766 R,,,,MPEG-4/SD,
Muz TV ,Express-AMU7,3766 R,,,,MPEG-4/SD,
NHK Educational TV,Superbird-C2,12363 V,tp 14,7458.0,2/3,?-?MPEG-4/HD,0.0
NHK General TV,Superbird-C2,12385 V,tp 14,7458.0,1/2,?-?MPEG-4/HD,0.0
Medekiku TV ,Superbird-C2,12558 V,tp 19,3515.0,3/4,1-1MPEG-2/SD,0.0
(Solar feeds),Apstar-9,3816 H,,3330.0,3/4,,
CCTV 13,Apstar-9,11041 H,,7200.0,3/4,?-?MPEG-4/HD,
(CCTV feeds),Apstar-9,11054 H,,15000.0,3/5,,
(CCTV feeds),Apstar-9,11651 H,,15000.0,3/4,,
CCTV 5,Apstar-9,11118 H,,8000.0,8/9,?-?MPEG-4/HD,
CCTV 1,Apstar-9,11672 H,,7200.0,3/5,?-?MPEG-4/HD,
Telekarta promo,Express-AM5,10981 V,tp B2,44948,5/6,MPEG-2/SD,0
Shop & Show,Express-AM5,10981 V,tp B2,44948,5/6,MPEG-2/SD,0
Europa Plus ,Express-AM5,10981 V,tp B2,44948,5/6,,0
Retro FM Rossiya ,Express-AM5,10981 V,tp B2,44948,5/6,,0
NVK Sakha,Express-AM5,11124 V,tp B6,4340,3/4,MPEG-4/SD,0
Sakha 24,Express-AM5,11124 V,tp B6,4340,3/4,MPEG-4/SD,0
NVK Sakha Pokrovsk,Express-AM5,11124 V,tp B6,4340,3/4,MPEG-4/SD,0
Mamont TV,Express-AM5,11124 V,tp B6,4340,3/4,MPEG-4/SD,0
Almaznyy kray TV,Express-AM5,11124 V,tp B6,4340,3/4,MPEG-4/SD,0
Radio Republic Sakha,Express-AM5,11124 V,tp B6,4340,3/4,,0
Radio Mayak,Express-AM5,11124 V,tp B6,4340,3/4,,0
Radio Rossii,Express-AM5,11124 V,tp B6,4340,3/4,,0
8 Kanal,Express-AM5,11387 V,tp F10,30000,3/4,MPEG-4/SD,0
TNT Music,Express-AM5,11387 V,tp F10,30000,3/4,MPEG-4/SD,0
Soyuz,Express-AM5,11530 H,tp D3,22250,2/3,MPEG-4/SD,0
Juvelirochka,Express-AM5,11530 H,tp D3,22250,2/3,MPEG-4/SD,0
Juvelirochka,Express-AM5,11665 V,tp D8,38400,5/6,MPEG-2/SD,0
STS Love ,Express-AM5,11530 H,tp D3,22250,2/3,MPEG-4/SD,0
Leomax 24,Express-AM5,11530 H,tp D3,22250,2/3,MPEG-4/SD,0
Leomax 24,Express-AM5,11665 V,tp D8,38400,5/6,MPEG-2/SD,0
Europa Plus ,Express-AM5,11665 V,tp D8,38400,5/6,,0
Retro FM Rossiya ,Express-AM5,11665 V,tp D8,38400,5/6,,0
Novoe Radio,Express-AT2,12188 L,tp 25,27500,3/4,,0
Nashe Radio ,Express-AT2,12188 L,tp 25,27500,3/4,,0
Love Radio ,Express-AT2,12188 L,tp 25,27500,3/4,,0
Love Radio ,Express-AT2,12380 L,tp 35,27500,3/4,,0
Humor FM,Express-AT2,12380 L,tp 35,27500,3/4,,0
Radio Romantika,Express-AT2,12380 L,tp 35,27500,3/4,,0
Avtoradio,Express-AT2,12380 L,tp 35,27500,3/4,,0
Radio Vanya,Express-AT2,12380 L,tp 35,27500,3/4,,0
NRJ Russia,Express-AT2,12380 L,tp 35,27500,3/4,,0
DFM,Express-AT2,12380 L,tp 35,27500,3/4,,0
Russkoe Radio,Express-AT2,12380 L,tp 35,27500,3/4,,0
Hit FM ,Express-AT2,12380 L,tp 35,27500,3/4,,0
Maximum 103.7 FM,Express-AT2,12380 L,tp 35,27500,3/4,,0
